batch_number,swipe_file_name,product_category,platform,ad_id,authority_used,copy_tone,cta_type,cta_urgency,duration,emotional_journey,format_type,hook_strength,hook_type,hook_verbatim,mechanism,notes,objection_handling,offer_mentioned,overall_score,pacing,problem_identified,product_type,social_proof_elements,standout_element,visual_style,weaknesses
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(11).mp4,"Woman in medical scrubs, mention of RGV Endocrine Center, FDA-approved claim","Educational, Clinical/Scientific",Click the link below and schedule a free consultation,"Yes - ""Don't wait until the hair loss spreads further.""",92,Frustration (with hair loss and painful options) -> Curiosity (the secret third way) -> Relief (painless solution) -> Action (book consultation),"Talking Head, Text-on-screen, Voiceover + B-roll, Before/After, Listicle",4.0,Curiosity Gap,"""Valley residents, there are 3 effective ways people use to regrow their hair, and you'll want to hear the third one...""",An FDA-approved therapy device uses ultrasound technology to drive medication deep into the scalp to stimulate hair growth.,"The ad uses a classic 'listicle' structure to build anticipation for the final reveal. The inclusion of clear before-and-after photos provides strong visual proof early on, validating the clinic's expertise before pitching the specific soundwave service.","Addresses fears of pain, needles, and downtime associated with other treatments by emphasizing their method is painless, needle-free, and requires only a quick office visit.",Free consultation and customized plan,8.0,Medium,"Hair loss, thinning, and shedding hair",Soundwave therapy treatment for hair loss,"Before/after photos, claim of helping hundreds of patients","The structured comparison of three methods effectively uses the drawbacks of the first two (pain, surgery, downtime) to make the third option highly appealing.","Clinical, professional, and informative",The presenter's delivery feels slightly stiff and scripted. The local callout ('Valley residents') restricts the ad's use to a specific geographical area.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(12).mp4,"Woman in medical scrubs, presenting as a medical professional or clinic representative (AI-generated avatar).","Urgent, Educational, Clinical/Scientific",Click the link below and schedule a free consultation with our team,"Yes - ""Don't wait until the hair loss spreads further.""",71,Warning/Interrupt → Introduction of Solution → Proof → Desire → Action,"Doctor Avatar, Talking Head, Voiceover + B-roll, Text-on-screen, Before/After",4.5,Warning/Alert,"""Valley residents, don't get a hair transplant before watching this.""","An ""FDA approved method called soundwave therapy"" that stimulates dramatic hair regrowth in just 3 months without the use of needles, pain, or downtime.","The ad uses a persistent, bold top banner which is great for mobile feeds. The captions are large, dynamic, and color-coded (green/white) to keep attention. The background music is upbeat and optimistic, matching the ""regain your confidence"" messaging.","Yes, it directly addresses the fear of pain, surgery, and recovery time associated with hair restoration by stating the therapy is ""available without needles, pain or downtime.""",Free consultation.,8.0,Fast,"Hair loss, thinning hair, and bald spots",Local medical clinic service/treatment (Soundwave Therapy at RGV Endocrine Center),"Multiple before-and-after photo sets (labeled ""1 Month"" and ""3 Months""), specific patient success stories (""Jorge was finally able to regrow his bald spot in under 3 months,"" ""Linda covered 90% of her part after just 3 months""), mentions ""dozens more local McAllen residents just like them.""","The hyper-local targeting (""Valley residents"", ""local McAllen residents"") combined with the very clear, time-stamped before-and-after photos.",Clean/clinical mixed with raw/authentic,"The ""doctor"" is clearly an AI avatar. The lip-syncing is slightly off, and her movements are somewhat unnatural. For a local medical clinic asking people to come in for a physical treatment, using an AI avatar instead of real staff might reduce trust and authenticity for some viewers."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(13).mp4,"Alyssa from Springs Rejuvenation, who runs ""one of the leading stem cell clinics in the country.""","Educational, Conversational, Confident",Click the link below / Schedule a Consultation,No,92,Problem Agitation (Hair loss) → Curiosity (Pop quiz) → Education/Authority (Stem cells/Ruling) → Hope/Desire (Regrow hair/reclaim confidence) → Reassurance (Confidential/Guaranteed) → Action,"Talking Head, Text-on-screen, Voiceover + B-roll",4.0,"Question, Problem Agitation, Curiosity Gap","""If you're a woman experiencing hair loss, I have a pop quiz for you. What's the best way to treat hair loss?""","The treatment uses a proprietary ""STEM3"" stem cell formula, which the ad claims became legally accessible to the public following a September 2022 US ruling, to effectively restore and regrow hair at a cellular level.","The production quality is high, featuring crisp audio, good lighting, and relevant scientific B-roll that adds a veneer of medical legitimacy. The use of a persistent, high-contrast top banner (""Our Proprietary STEM3 Formula..."") ensures the core value proposition is always visible, even if the viewer is scrolling with the sound off. The script is well-structured, particularly the clever inclusion of HIPAA compliance to lower the barrier to booking a call.","Skepticism/Legality: Addressed by citing a specific ""US system ruling"" from 9 months prior that allowed this treatment. Privacy/Embarrassment: Addressed directly at the end by assuring viewers that the clinic follows ""strict HIPAA guidelines"" and the call is ""completely confidential.""","A ""100% performance guaranteed"" promise on the treatment, and a free/confidential consultation call.",7.0,Medium,Female hair loss and thinning hair,Clinical stem cell treatment / Medical consultation service,None,"The opening ""Pop Quiz"" sequence that visually lists and then dismisses traditional hair loss treatments (supplements, minoxidil, transplants, lasers). This effectively positions their stem cell treatment as a superior, novel alternative.","Polished, clean, and professional with a slightly clinical aesthetic","For an ad making a bold ""100% performance guaranteed"" claim regarding hair restoration, the complete absence of visual proof (such as before-and-after photos or patient video testimonials) is a significant missing element that could hurt conversion."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(14).mp4,None,"Conversational, Empathetic, Educational",Tap the button to schedule an in-person consultation.,No,68,Problem → Realization → Hope → Proof → Action,"Talking Head, Text-on-screen, Before/After, Product Demo",4.0,Problem Agitation,"""Hair loss does not happen all at once.""","Uses a TrichoView analysis tool to examine the scalp, identifying which follicles are active, weakening, or can be saved, in order to build a customized treatment plan.","The ad follows a classic and effective direct-response structure: it relates to the slow, creeping nature of the problem, agitates the realization of lost ground, introduces a customized solution with a unique mechanism, provides strong social proof, and ends with a clear call to action. The dynamic text-on-screen and energetic delivery keep the viewer engaged throughout the relatively long runtime.","Addresses skepticism towards generic or ineffective treatments by explicitly stating it is ""not a generic product, not a guess, not a temporary fix,"" and emphasizes personalization. It also counters the belief that balding is inevitable.",In-person consultation.,8.0,Fast,"Male hair loss, thinning, and receding hairlines.",Hair restoration service and personalized consultation.,"Grid of before/after photos, claim that ""over 500,000 men have turned to HairClub""",The visual demonstration of the TrichoView tool magnifying the scalp adds a strong layer of clinical legitimacy and differentiates the service from off-the-shelf products.,"Bright, modern, professional clinic setting.","The ad does not specify what the actual treatments might entail (e.g., topical, laser, surgical), which might leave some viewers hesitant to book a consultation without knowing the potential options."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(15).mp4,"Product carries a doctor's name (""Dr. Bernstein's""). Ad leverages scientific authority by citing a ""2015 clinical trial"" comparing rosemary oil to 2% minoxidil.","Conversational, Empathetic, Aggressive",The link's below.,"Yes - ""heads up, this stuff sells out often, and there's a wait list.""",98,Despair/Frustration → Skepticism to Hope → Logic/Education → Proof/Validation → Confidence/Relief → Urgency/Action,"Talking Head, Product Demo, Before/After, Testimonial, Voiceover + B-roll",4.5,"Bold Claim, Transformation Promise","""My hair's the thickest it's ever been because of THIS SHAMPOO.""","Multi-ingredient botanical mechanism: Tea Tree Oil breaks down buildup, Nettle Extract clears DHT, Castor, Argan & Jojoba Oils feed roots, Rosemary Oil (clinical study) as effective as minoxidil without side effects.","If this is an AI avatar, it is exceptionally well done—the micro-expressions, shower scenes, and varied lighting environments make it indistinguishable from a real human actor. The use of native-looking captions (with specific words highlighted in color) is best practice for social media ads to retain attention for viewers watching without sound. The inclusion of the clinical study screenshot adds a strong layer of trust.","Excellent objection handling. Systematically addresses and dismisses alternatives: Minoxidil (itchy scalp, lifelong commitment), Supplements (ineffective), Pharmacy Shampoos (waste), Transplants (expensive, look weird), Value (""One bottle lasts forever because it's super concentrated."")",40% off discount shown visually at the very end.,9.0,Fast,"Male pattern baldness, thinning hair, receding hairlines, and the frustration/side effects of common hair loss treatments (itchy scalp from minoxidil, expensive ineffective supplements, costly/weird-looking transplants).",Hair growth/thickening shampoo,"Creator's personal testimonial, clear before-and-after photos of his temples, third-party validation story (""my barber straight up asked me what I was doing"").","The ""us vs. them"" teardown of traditional hair loss solutions. By aggressively listing the flaws of minoxidil, pills, and transplants, the ad perfectly positions this shampoo as the logical, safe, and effective alternative.","Raw, authentic UGC (User-Generated Content) style. Uses native-looking text overlays, quick cuts, and varied relatable environments.",
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(16).mp4,Dr. Anaya Richardson (board-certified Black dermatologist and director at Howard University Medical Center),"Urgent, Empathetic, Clinical/Scientific, Educational",Click the link below right now,"Yes - States there is a 50% discount running right now, ""only 93 bottles remain,"" and warns that when they are gone, the price goes back up.",500,"Fear/Warning (hair loss = imminent stroke) → Empathy/Validation (it's not your fault, doctors missed it) → Scientific Discovery (toxic sugars) → Hope/Solution (Velura) → Proof/Transformation (hair growth, anti-aging, saved lives) → Urgency/Action.","AI Doctor Avatar, Voiceover + B-roll, Text-on-screen, Before/After, Testimonial, Listicle, Split-screen",5.0,Warning/Alert,"""Black women. The same thing destroying your crown is destroying your heart. And it's been happening for years. Watch this before it's too late.""","""Toxic sugars"" (advanced glycation end products) from ultra-processed foods build up in the body and travel to the scalp, stiffening collagen and choking hair follicles. The product uses Alpha Lipoic Acid to neutralize these sugars, N-acetylcysteine to rebuild collagen walls, and Acetyl-L-carnitine to restore the power source inside dormant follicles.","This is a textbook, highly aggressive long-form Video Sales Letter (VSL) adapted for a visual platform. It relies heavily on AI generation (the main narrator is an AI avatar) and uses a fabricated, emotionally manipulative backstory to drive the narrative. The integration of high-quality 3D medical animations is very effective at visualizing the ""unique mechanism,"" making the product's claims sound highly authoritative and scientifically plausible to a layperson.","Addresses the failure of past treatments by explaining they only treat the surface, not the root cause. Alleviates commitment and safety concerns by stating ""no side effects, no chemicals, no diet changes, no forever commitment."" Removes financial risk with a ""no hoops, no questions"" 120-day guarantee.",50% off discount and a full 120-day money-back guarantee.,8.0,Medium,Crown hair loss and thinning in Black women,Dietary supplement capsules,"Claims of 97,000 Black women using it; numerous UGC-style clips of women showing hair growth, crying happy tears, and getting reactions from their stylists; before/after photos of scalps and skin.","The intense, highly emotional hook that elevates a cosmetic issue (hair thinning) to a life-or-death scenario (heart failure/stroke), creating massive immediate urgency and emotional investment from the target demographic.","Clinical/medical, raw/authentic lifestyle","The extreme length (over 8 minutes) will likely cause significant viewer drop-off. Additionally, the highly sensationalized medical claims and obvious use of an AI avatar may trigger skepticism in more discerning consumers."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(17).mp4,makeup artist,"Conversational, Aspirational",None,No,32,Dissatisfaction → Curiosity → Amazement → Satisfaction,"Text-on-screen, Product Demo, Before/After",4.0,"Curiosity Gap, Transformation Promise","""I never understood why Korean girls love those anime-style lashes Until my makeup artist used this mascara on me — now I get it. I finally realize how sad my lashes looked before.""","A specialized mascara formula and brush application technique that instantly lengthens, volumizes, and lifts lashes without clumping.","The narrative is driven entirely by text overlays; there is no voiceover, only an upbeat, trendy backing track. The model receiving the makeup application is male, which leans into popular East Asian idol beauty trends and stands out from traditional Western mascara ads.","lashes stay perky, no sagging!; no clumps, no spider lashes!",No,5.0,Medium,"Short, unnoticeable, or ""sad"" looking eyelashes",Mascara,"visual demonstration, reference to ""Korean girls""","The dramatic, almost unbelievable visual transformation of the eyelashes as the wand is swiped across them.","Highly polished, heavily filtered/edited, Douyin/C-pop/K-pop idol aesthetic","Lacks product name, brand logo, or Call to Action; extreme use of beauty filters may reduce authenticity."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(18).mp4,"Yes. The ad uses two authority figures: the narrator who positions herself as an investigative 'journalist', and a 'dermatologist' who provides the clinical explanation for why men's skin ages and why the product's ingredients are effective.","Conversational, Empathetic, Educational",Shop Now / Buy Now,Yes - The ad creates urgency with on-screen text stating 'Massive sale ends tonight' and 'Limited time offer'.,168,Skepticism -> Empathy/Sadness -> Discovery -> Scientific Proof -> Transformation/Relief -> Action,"AI UGC, Talking Head, Voiceover + B-roll, Text-on-screen, News-style",5.0,Curiosity Gap,"""I'm a journalist. Last week I called the company Forge because I had the feeling they were scamming people on Facebook.""","The product uses Beef Tallow, which is described as rich, dense, and naturally packed with skin-friendly fats and vitamins A, D, E, and K. This provides deep nourishment that aging skin needs, as opposed to watery lotions that merely sit on top of the skin.","The scriptwriting is exceptional, seamlessly blending a relatable personal story with scientific explanation and robust objection handling. The text overlays effectively reinforce the spoken message. However, the reliance on AI generation for a 'true story' format is a double-edged sword that may alienate some viewers.","The ad addresses several objections: Skepticism (by starting as an investigation into a 'scam'), Price (comparing a $25 jar to hundreds spent on luxury brands), Efficacy (explaining why watery lotions fail and tallow works), and Appearance concerns ('not shiny, not like he had work done').","A 50% off massive sale, pricing the product around $25 a jar, and a 60-day money-back guarantee.",8.0,Medium,"Aging skin in men over 50, specifically addressing dry, thin skin, deep wrinkles, sagging cheeks, heavy under-eyes, and the feeling of looking tired, old, or 'invisible'.",Skin balm (Forge Beef Tallow Balm),"The core narrative is a detailed testimonial about the narrator's 64-year-old father's transformation. It also includes the dermatologist's anecdotal evidence of seeing patients in their 60s and 70s achieving sharper looks, alongside visual representations of attractive older men.",The 'investigative journalist looking into a scam' framing is a brilliant pattern interrupt. It immediately lowers the viewer's defenses and builds narrative intrigue before pivoting into a positive product review.,"Polished, news-style documentary mixed with lifestyle and clinical B-roll. It heavily utilizes AI-generated imagery and an AI avatar for the main speaker.","The main speaker is clearly an AI avatar, and many of the supporting visuals (like the 'dad') appear to be AI-generated. For savvy viewers, claiming to be a real journalist while using an AI avatar could severely break trust."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,novalift_microneedle_patches,"Plastic Surgeon (Dr. Terry Dubrow featured at start, Dr. Kami Parsa shown briefly in B-roll)","Educational, Urgent",Click below,Yes - 'they go out of stock constantly... while they're still here',65,Frustration -> Curiosity -> Understanding -> Confidence -> Urgency,"Doctor Avatar, Voiceover + B-roll, Text-on-screen, Product Demo, Before/After",5.0,Question,"""What actually fixes under eye puffiness?""","Microneedle dissolving technology pushes retinol, peptides, and hyaluronic acid deep under the skin to address the root cause of puffiness where fluid accumulates.","The ad follows a highly effective direct response structure: hook with a common problem, agitate by explaining why current solutions fail, introduce the unique mechanism, provide overwhelming social proof via rapid-fire UGC, and end with a strong, urgent CTA. The visual explanation of the product's mechanism is particularly persuasive.",Addresses failure of traditional creams to penetrate deep enough; addresses fear of invasive procedures ('no needles no treatments'); addresses past failures ('everything's failed'),30-day money-back guarantee,8.0,Fast,Under-eye puffiness and bags,Microneedle eye patches,"Before/after split screens, multiple UGC clips of users applying the product and showing results, '95% experienced visible improvement' statistic",The 3D animation demonstrating how the microneedles penetrate the skin and dissolve to deliver active ingredients deeper than traditional creams.,UGC compilation mixed with 3D scientific animation and talking head,"The initial doctor clip appears to be an AI avatar or voice clone, which could undermine credibility if noticed by the viewer."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(20).mp4,"Yes, the creator identifies herself as a pharmacist who has done the research.","Conversational, Educational",Click the link below,No,85,Frustration → Education → Desire → Action,"Talking Head, Product Demo, Text-on-screen",5.0,Warning/Alert,"""If you tried astaxanthin and quit because you didn't see results in 30 days, you weren't lied to about the product, you were lied to about the timeline.""","Astaxanthin is a deep red carotenoid sourced from microalgae that is thousands of times stronger than Vitamin C. It builds up underneath the skin over several months to provide a sun-kissed glow, cellular repair, and deep hydration.","This is a highly effective UGC-style ad that leverages professional authority (pharmacist) while maintaining a relatable, native-to-social-media feel. The use of green-screen study screenshots adds strong credibility to her claims. Breaking down the expected results into a realistic timeline (Months 1, 2, and 3) is an excellent tactic for managing customer expectations and encouraging long-term product use.",Addresses the timeline of results (explaining why 30 days isn't enough) and cosmetic fears (clarifying it won't darken freckles or worsen melasma).,None,8.0,Fast,quitting supplements too early and not seeing anti-aging or skin improvements,astaxanthin supplement,Screenshots of PubMed clinical studies and scientific journal articles,"The visual demonstration of the dark red astaxanthin liquid smeared on a white plate and the creator's fingers, which effectively anchors the concept of the potent pigment building up in the body.",raw/authentic lifestyle,The red liquid on the plate initially looks a bit messy or jarring before the context of the pigment is fully explained.
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(21).mp4,"No specific expert or doctor is featured. The ad leverages the 'authority' of strict Korean beauty laws, stating that Korean brands are legally prohibited from exaggerating product claims.","Conversational, Enthusiastic, Relatable, Persuasive",Direct purchase via platform,Yes - strong price-based urgency ('los descuentos son increíbles' / incredible discounts).,96,Intrigue → Relatability → Discovery → Trust → Desire → Action,"Talking Head, Product Demo, Text-on-screen, AI UGC",4.0,"Curiosity Gap, Transformation Promise",'Dándome cuenta de lo rápido que pasé de los 20 a los 45 😒',"A 4-in-1 formula combining Collagen, Niacinamide, Cica, and Hyaluronic Acid into a single tube, replacing four separate luxury serums.","The use of dynamic on-screen captions with highlighted keywords is excellent for mobile viewing with sound off. The script's transition from the face cream to the eye cream ('borrador de panda' / panda eraser) flows very naturally, making the bundle upsell feel logical rather than forced.","Addresses skepticism by rubbing face to prove no foundation, compares cost to luxury serums and fast-food meal, cites strict Korean advertising laws to guarantee claims.","A bundle deal on the TikTok shop, anchored with the phrase that buying the bundle 'cuesta menos que un combo de McDonald's' (costs less than a McDonald's combo).",8.0,Fast,"Aging skin, dynamic and static wrinkles, dark circles, puffiness, eye bags, and neck lines",Skincare bundle,"Creator mentions the cream 'se hizo viral' (went viral), creator's visibly glowing, clear skin as primary visual proof.",The argument regarding Korean beauty restrictions. Using a country's strict advertising laws as a trust-building mechanism is a very unique and compelling angle that bypasses typical consumer skepticism.,"Raw/authentic, UGC-style. Shot on a smartphone in casual, everyday settings (bedroom, car).","The video is clearly an AI-dubbed localization of an originally English UGC ad. The lip-sync is off, and the AI voice has a slightly unnatural cadence, which could break trust for native Spanish speakers who realize it's dubbed."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(22).mp4,None,"Conversational, Aspirational",Click the link below and grab yours,Yes - 'before they sell out again.',71,"Problem Agitation (dark spots, harsh peels) -> Simple Solution Introduction -> Social Proof & Demonstration -> Desire (glowing skin) -> Urgency -> Action.","AI UGC, Voiceover + B-roll, Product Demo, Before/After, Testimonial",4.0,Social Proof,Y'all are obsessed with this on TikTok because it's like an instant glow up hack for fading your dark spots.,A simple Turmeric & Kojic Acid beauty bar (soap) that gently fades dark spots and prevents breakouts without the harsh chemicals found in peels or expensive serums.,"The ad follows a classic, highly optimized direct-response structure. Text overlays effectively highlight key benefits. The use of AI avatars allows for diverse representation without the cost of hiring multiple actors, though the technology isn't completely flawless yet.","Addresses the fear of skin irritation ('not harsh at all', 'doesn't strip my sensitive skin'), the cost of alternatives ('no more 12 step nonsense that costs hundreds'), and time investment ('without the time investment').","Buy 1, get 1 free deal.",8.0,Fast,"Dark spots, acne breakouts, sensitive skin, and the hassle/expense of harsh chemical peels or complicated 12-step skincare routines.",Beauty Bar / Skincare Soap (KAOLI Turmeric & Kojic Acid),"Mention of being a viral trend on TikTok, multiple diverse user testimonials/demonstrations, and dramatic before/after photos.","The rapid succession of diverse, seemingly authentic users demonstrating the product creates a strong bandwagon effect and broadens the demographic appeal.",Raw/authentic UGC style mixed with clean product shots.,"Some of the AI-generated talking heads (especially at the beginning) have slightly unnatural lip-syncing and facial movements, which could trigger the uncanny valley effect for observant viewers."
01,AI UGC + Doctor Avatars — Beauty,Beauty / Skincare,Meta,GetHookdAI(23).mp4,None,"Conversational, Enthusiastic",Click the link below and grab yours,Yes - before they sell out again,71,Desire → Frustration/Pain → Relief → Confidence → FOMO/Urgency,"AI UGC, Testimonial",5.0,Social Proof,"""Y'all are obsessed with this on TikTok because it's like an instant glow up hack for fading your dark spots.""","A natural, gentle cleansing bar infused with Turmeric and Kojic Acid that simplifies skincare while providing anti-aging and clearing properties.","Smart media buying strategy by including older demographics, appealing to a broad target audience. The script is tight and moves fluidly through ad elements.","Addresses concerns about harsh treatments, sensitive skin, high cost, and time investment.","Buy 1, Get 1 Free deal",8.5,Fast,"Dark spots, hyperpigmentation, expensive/complicated skincare routines, sensitive skin, acne",skincare beauty bar,"TikTok obsession claim, montage of diverse women using product, Before & After photo","The visual contrast, effectively vilifying alternatives while showcasing the product positively.","Native social media aesthetic, bright bathroom lighting, selfie-style, split-screens","Voiceover may be AI-generated, breaking UGC illusion; lack of dermatologist endorsement for trust."
